Data;Nr.;Intrebare;Varianta;Raspuns
"08 Dec 2011  18:21:35";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"nu lipsa de fonduri si de personal calificat"
"08 Dec 2011  18:21:35";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;sigur
"08 Dec 2011  18:21:35";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"08 Dec 2011  18:21:35";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Medicul;
"08 Dec 2011  18:21:35";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"combarea simptomatologiei"
"08 Dec 2011  18:21:35";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Nu;"medicul are obligatia sa lupte cu boala pana la capat"
"08 Dec 2011  18:21:35";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"08 Dec 2011  18:21:35";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"08 Dec 2011  18:21:35";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";Nu;
"08 Dec 2011  18:21:35";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu cred ca directiva in avans este un lucru bun si eficient"
"08 Dec 2011  18:21:35";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Nu;
"08 Dec 2011  18:21:35";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"08 Dec 2011  18:21:35";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"nu cunosc deloc domeniul dvs. imi pare rau"
"08 Dec 2011  18:21:35";36;Varsta;"35-45 ani";
"08 Dec 2011  18:21:35";37;Genul;F;
"08 Dec 2011  18:21:35";38;"Care este localitatea dvs. de resedinta si practica medicala?";;"bucuresti
BFT"
"08 Dec 2011  18:21:35";39;"Care este apartenenta dvs. religioasa?";;crestin
"08 Dec 2011  18:21:35";40;"Care este specialitatea dvs.?";;BFT
"08 Dec 2011  18:21:35";41;"Ce cursuri postuniversitare ati absolvit?";;"master psihoterapie analitica"
"08 Dec 2011  18:21:35";42;"Ce supraspecializari/competente aveti?";;ozonoterapie
"08 Dec 2011  18:21:35";43;"Cati ani vechime in profesie aveti?";"5-10 ani";
"08 Dec 2011  20:01:20";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"08 Dec 2011  20:01:20";2;"Cui ati comunica un astfel de diagnostic?";Familiei;"Cu furnizarea ulterioara macar a numarului de telefon al unui psiholog daca nu trimitere catre o intreaga echipa pluridisciplinara capabila sa ofere suport complet"
"08 Dec 2011  20:01:20";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"Cand am avut sentimentul ca impactul emotional ar fi fi influentat in mod catastrofal evolutia pacientului"
"08 Dec 2011  20:01:20";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"calitatea vietii  in toate aspectele ei - integrare sociala,expectante proprii si exterioare ,eventuala moarte privita ca fenomen natural-pregatirea pentru ea "
"08 Dec 2011  20:01:20";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"negare cu cererea unei a doua opinii, disperare, furie ,deprimare ,forta interioara si lupta ,echilibru emotional si acceptare(foarte rar)"
"08 Dec 2011  20:01:20";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;neputinta,furie,disperare,acceptare
"08 Dec 2011  20:01:20";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"cu greu ,nefiind pregatit profesional pentru o astfel de situatie si fiind implicati emotional intr-o situatie cu un prognostic rezervat "
"08 Dec 2011  20:01:20";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"pentru a isi putea lua propriile decizii cu privire la viata sa  si a se putea pregati emotional pentru o eventuala trecere  "
"08 Dec 2011  20:01:20";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Abordare spirituala, psihologica";
"08 Dec 2011  20:01:20";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"principala diferenta o reprezinta echilibrul emotional cu capacitatea de a ierta si de a iubi neconditionat - de aici pleaca modalitatea de evolutie a bolii"
"08 Dec 2011  20:01:20";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"Da, cu conditia sa existe si asistenta spirituala si psihologica "
"08 Dec 2011  20:01:20";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"depresie cu lipsa energiei,anxietate anticipatorie,durere, "
"08 Dec 2011  20:01:20";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"calitatea vietii, credinta, evolutia bolii, relatia cu sine si cu cei apropiati, atitudinea societatii"
"08 Dec 2011  20:01:20";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"08 Dec 2011  20:01:20";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"08 Dec 2011  20:01:20";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"o latura neexploatata  "
"08 Dec 2011  20:01:20";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"oncolog,medic specializat in terapia durerii,asistenti medicali,psiholog, preot"
"08 Dec 2011  20:01:20";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"08 Dec 2011  20:01:20";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"abordarea societatii,atitudinea in grupul celor apropiati, atitudinea cadrelor medicale, depresie,calitatea vietii"
"08 Dec 2011  20:01:20";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"abordarea seaca strict profesionala,fara empatie,atitudinea formalista uniforma indiferent de tipul de pacient , declararea neputintei in formele terminale fara a oferi confort emotional si spiritual si calitate a vietii , implicarea familiei in ingrijirea medicala a acestui tip de pacient"
"08 Dec 2011  20:01:20";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"Starea terminala- stare finala; faza terminala- o etapa  mai lunga sau mai scurta in evolutia bolii pana la starea terminala "
"08 Dec 2011  20:01:20";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Da, daca e interesat si lasat sa o faca
"
"08 Dec 2011  20:01:20";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu are decat puncte slabe- mentionate anterior-abordarea seaca strict profesionala,fara empatie,atitudinea formalista uniforma indiferent de tipul de pacient , declararea neputintei in formele terminale fara a oferi confort emotional si spiritual si calitate a vietii , implicarea familiei in ingrijirea medicala a acestui tip de pacient"
"08 Dec 2011  20:01:20";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Da "
"08 Dec 2011  20:01:20";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"08 Dec 2011  20:01:20";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"08 Dec 2011  20:01:20";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"paliativa ,psihologic ,spiritual"
"08 Dec 2011  20:01:20";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"08 Dec 2011  20:01:20";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"08 Dec 2011  20:01:20";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;"Familia informata asupra riscurilor si beneficiilor pentru pacienti"
"08 Dec 2011  20:01:20";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"08 Dec 2011  20:01:20";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu stiu despre ce e vorba"
"08 Dec 2011  20:01:20";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"Pentru ca nu are pregatirea,mijloacele medicale si unitatile de ingrijire"
"08 Dec 2011  20:01:20";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"08 Dec 2011  20:01:20";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Utile pentru a identifica nevoile reale ale pacientului si deficientele sistemului"
"08 Dec 2011  20:01:20";36;Varsta;"35-45 ani";
"08 Dec 2011  20:01:20";37;Genul;F;
"08 Dec 2011  20:01:20";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"08 Dec 2011  20:01:20";39;"Care este apartenenta dvs. religioasa?";;"crestin ortodox"
"08 Dec 2011  20:01:20";40;"Care este specialitatea dvs.?";;"medicina generala/medicina de familie"
"08 Dec 2011  20:01:20";41;"Ce cursuri postuniversitare ati absolvit?";;"rezidentiat in medicina de familie"
"08 Dec 2011  20:01:20";42;"Ce supraspecializari/competente aveti?";;"echografie generala,homeopatie,apifitoterapie"
"08 Dec 2011  20:01:20";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"08 Dec 2011  23:45:22";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"08 Dec 2011  23:45:22";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"08 Dec 2011  23:45:22";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;
"08 Dec 2011  23:45:22";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"nu stiu"
"08 Dec 2011  23:45:22";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Majoritatea hotarasc sa &quot;lupte cu boala&quot;. Intreaba de posibilitati de tratament, eventual chirurgical si, la raspunsul meu negativ hotarasc sa faca tratamentul citostatic. "
"08 Dec 2011  23:45:22";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"Hotarasc sa faca &quot;tot ce trebuie&quot;, de cele mai multe ori."
"08 Dec 2011  23:45:22";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"Depinde de pacient si de apartinatori. Daca relatiile lor familiale sunt f. apropiate hotarasc sa faca toate eforturile pt. ca pacientul &quot;sa nu sufere&quot; ! Exista, insa, si situatii in care abia asteapta sa-l plaseze in spital unde uita de el."
"08 Dec 2011  23:45:22";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Asa ar trebui pt. ca el sa poata sa-si faca &quot;ordine in viata&quot; ...aceea care i-a mai ramas. Insa , in mod particular, la romani nu prea ni se potriveste aceasta atitudine. Socul este prea mare si, de cele mai multe ori, inacceptabil pt. pacient si familia ne roaga sa nu comunicam pacientului diagnosticul . Desi nu prea sunt de acord, de cele mai multe ori ma conformez. Insa daca bolnavul ma intreaba franc daca are cancer, nu neg niciodata, nici nu ocolesc raspunsul..."
"08 Dec 2011  23:45:22";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"08 Dec 2011  23:45:22";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"F. mari! Cel de-al doilea trebuie convins sa accepte toate variantele pe care le are, dar, totusi, dupa ce i se explica pe intelesul sau , sa fie lasat sa decida. Nu ma port diferit cu un pacient care nu accepta o metoda diagnostica sau un tratament (sa-l externez din acest motiv etc.),  dar incerc sa-i explica faptul ca asa isi da o sansa. 
Unui pacient in stare terminala nu prea mai avem ce sa-i &quot;explicam&quot;, facem ce putem sa-i usuram suferinta. "
"08 Dec 2011  23:45:22";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"Da, intotdeauna explic apartinatorilor de posibilitatea decesului, a unei eventuale &quot;complicatii' survenite in aceste conditii, mai ales daca sunt intrebata &quot;cat mai are de trait?&quot;"
"08 Dec 2011  23:45:22";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Eu sunt pneumolog. In cancerul pulmonar se intalneste cel mai des dispneea, tusea epuizanta, durerea toracica, durerea osoasa sau la nivelul coloanei (in metastaze osoase), astenia extrema."
"08 Dec 2011  23:45:22";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"dependenta de cei din jur, dependenta de medicamente (antialgice de ex. ) sau de oxigen, nevoia de pampers sau sonda urinara, "
"08 Dec 2011  23:45:22";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"08 Dec 2011  23:45:22";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"08 Dec 2011  23:45:22";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Modalitatea de ajutor pt. bolnavii in stare terminala. Ar fi recomandat ca toti care lucram cu astfel de pacienti sa fim instruiti in medicina paleativa, dar nu suntem. "
"08 Dec 2011  23:45:22";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"probabil ca specialisti in medicina paleativa terapia durerii, etc."
"08 Dec 2011  23:45:22";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Saptamanal;
"08 Dec 2011  23:45:22";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"boala in sine, dependenta de cei din jur, probleme religioase, de constiinta, de vina, de impacare sau lipsa acesteia in fata mortii etc."
"08 Dec 2011  23:45:22";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"ascunderea posibilitatii mortii ( &quot; te vei face bine&quot;),  "
"08 Dec 2011  23:45:22";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"nu stiu"
"08 Dec 2011  23:45:22";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Nu. Ne limitam la tratamentul bolii de baza, eventul, tratamentul simptomelor, dar cred ca are mult mai multe nevoi. "
"08 Dec 2011  23:45:22";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu. e f. departe! Nici in clinici universitare nu avem posibilitati decat  mediocre pt. acesti pacienti (sau poate ca mai ales in aceste clinici... intrucat presiunea pe internare este f.f.f mare aici si nu avem posibilitate de a ne ocupa de acesti pacienti, sunt, sa recunoastem, prioritari cei care au mai multe sanse de dgn. si tratament."
"08 Dec 2011  23:45:22";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Da, f. important! "
"08 Dec 2011  23:45:22";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"In unitati de ingrijiri paliative";
"08 Dec 2011  23:45:22";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"08 Dec 2011  23:45:22";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"paleativ, controlul durerii , dispneei."
"08 Dec 2011  23:45:22";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"08 Dec 2011  23:45:22";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"08 Dec 2011  23:45:22";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"08 Dec 2011  23:45:22";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"08 Dec 2011  23:45:22";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu stiu"
"08 Dec 2011  23:45:22";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"08 Dec 2011  23:45:22";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"08 Dec 2011  23:45:22";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Sunt necesare. Ar trebui stabilite niste criterii de internare in centre speciale. Cred ca pan atunci studiile ar trebui efectuate strict cu specialisti care lucreaza frecvent cu astfel de pacienti, eventual in spitale.  "
"08 Dec 2011  23:45:22";36;Varsta;"35-45 ani";
"08 Dec 2011  23:45:22";37;Genul;F;
"08 Dec 2011  23:45:22";38;"Care este localitatea dvs. de resedinta si practica medicala?";;" Cluj-Napoca"
"08 Dec 2011  23:45:22";39;"Care este apartenenta dvs. religioasa?";;ortodox
"08 Dec 2011  23:45:22";40;"Care este specialitatea dvs.?";;pneumolog
"08 Dec 2011  23:45:22";41;"Ce cursuri postuniversitare ati absolvit?";;"Mai multe. Ar fi cam complicat sa le insir aici..."
"08 Dec 2011  23:45:22";42;"Ce supraspecializari/competente aveti?";;bronholog
"08 Dec 2011  23:45:22";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"09 Dec 2011  01:06:49";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"09 Dec 2011  01:06:49";2;"Cui ati comunica un astfel de diagnostic?";"Alt raspuns";"In primul rand pacientului dar in functie de starea lui psihica si de gradul lui intelectual. Daca acest lucru nu ar fi posibil deoarece consider ca i-ar produce un rau psihic in primul rand, as comunica rudelor."
"09 Dec 2011  01:06:49";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"Din nou alternativa este mul mai subtila. Daca incuviintarea tacita ca boala este grava sua chiar terminala inseamna ca am comunicat aceasta informatie pacientului atunci as spune ca intotdeauna fac acest lucru fie direct, fie tacit."
"09 Dec 2011  01:06:49";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Dreptul la informare corecta, dreptul la un tratament cat ma ieficient, indiferent de costuri, pentru alinarea celor mai serioase simptome (in special durerea).
Asigurarea unui sfarsit cat mai putin traumatizant psihic si fizic"
"09 Dec 2011  01:06:49";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;Diferit
"09 Dec 2011  01:06:49";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;Diferit
"09 Dec 2011  01:06:49";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;Diferit
"09 Dec 2011  01:06:49";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Pentru a decide singur in cunostinta de cauza asupra tratamentului, ii espun pe intelesul lui toate posibilitatile terapeutice, fie medicale, fie chirurgicale, accentuand pe cele cu rata cea mai mare de supravietuire,
Dar am grija in acelasi timp si de calitatea vietii pe care o ofera un tratament sau altul."
"09 Dec 2011  01:06:49";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"09 Dec 2011  01:06:49";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;supravietuire
"09 Dec 2011  01:06:49";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"In primul rand pentru a intelege gravitatea bolii si ai determina sa accepte tratamentele.
In al doilea rand pentru ca eu, medicul curant, sa fiu acoperit, sa nu mi se reproseze de catre rude ca nu au fost informate."
"09 Dec 2011  01:06:49";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Depresia
Inapetenta
Anxietatea
Dispneea
Durerea"
"09 Dec 2011  01:06:49";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"Nu pot face un clasament.
In orice caz alinarea suferintei (durere, dispnee) este foarte importanta
Consilierea psihologica si religioasa de asemenea joaca un rol important in acceptarea situatie la unii pacienti."
"09 Dec 2011  01:06:49";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"09 Dec 2011  01:06:49";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"09 Dec 2011  01:06:49";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Nu curativ dar in schimb un sfarsit fara suferinta"
"09 Dec 2011  01:06:49";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Medicul specialist, pshihologul, preotul, asistenta medical instruita in acest sens dar care sa aiba o structura psihica de compasiune si daruire"
"09 Dec 2011  01:06:49";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"09 Dec 2011  01:06:49";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Nu pot raspunde la acesta intrebare"
"09 Dec 2011  01:06:49";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Neglijarea, abandonarea"
"09 Dec 2011  01:06:49";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"Cred ca faza terminala este ceva mai avansata ??? Nu este o problema de semantica cumva???"
"09 Dec 2011  01:06:49";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Ar putea cu putin efort care inseamna daruire, sa isi acorde timp si rabdare in acest sens, intelegere pentru neputinta pacientului"
"09 Dec 2011  01:06:49";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu
Lipsa banilor - lipsa personaluli specializat - lipsa medicamentelor
Lipsa unui corp - organism multidisciplinar (medic - psiholog - preot - societate) care sa se ocupe de astfel de bolnavi = Ca o specialitate aparte, "
"09 Dec 2011  01:06:49";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Foarte important"
"09 Dec 2011  01:06:49";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"09 Dec 2011  01:06:49";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"09 Dec 2011  01:06:49";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Nu inteleg intrebarea"
"09 Dec 2011  01:06:49";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"09 Dec 2011  01:06:49";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"09 Dec 2011  01:06:49";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"09 Dec 2011  01:06:49";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"09 Dec 2011  01:06:49";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu stiu"
"09 Dec 2011  01:06:49";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"09 Dec 2011  01:06:49";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As insista sa se continue tratamentul";
"09 Dec 2011  01:06:49";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Nu ma pricep"
"09 Dec 2011  01:06:49";36;Varsta;"45-55 ani";
"09 Dec 2011  01:06:49";37;Genul;M;
"09 Dec 2011  01:06:49";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"09 Dec 2011  01:06:49";39;"Care este apartenenta dvs. religioasa?";;Ortodoxa
"09 Dec 2011  01:06:49";40;"Care este specialitatea dvs.?";;"Cardiologie - Medicina Interna"
"09 Dec 2011  01:06:49";41;"Ce cursuri postuniversitare ati absolvit?";;"Doctorat
Competente
Burse in strainatate"
"09 Dec 2011  01:06:49";42;"Ce supraspecializari/competente aveti?";;"Echocardiografie transtoracica si Transesofagiana
Echografia arteriala si venoasa"
"09 Dec 2011  01:06:49";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"09 Dec 2011  09:46:33";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
